trip_res_name,restaurant_name,link,avg_rating,category,avgerage_cost,review_count,location
Taco in a Bag,Taco in a Bag,https://www.zomato.com/chicago/taco-in-a-bag-lincoln-square,3.1,"['New Mexican', 'Fast Food']",15.0,5,"4603 N. Lincoln Avenue, Chicago 60625"
Yes Thai,Yes Thai,https://www.zomato.com/chicago/yes-thai-north-center,3.8,"['Asian', 'Thai']",20.0,25,"5211 N. Damen Avenue, Chicago 60625"
The Red Lion Lincoln Square,The Red Lion Lincoln Square,https://www.zomato.com/chicago/the-red-lion-lincoln-square-lincoln-square,3.5,"['Pub Food', 'British']",37.5,8,4749 N. Rockwell Avenue 60625
Baker Miller,Baker Miller,https://www.zomato.com/chicago/baker-miller-lincoln-square,3.1,"['Bakery', 'Desserts']",10.0,11,"4655 N Lincoln Avenue, Chicago 60625"
Garcia's Restaurant,Garcia's Restaurant,https://www.zomato.com/chicago/garcias-restaurant-lincoln-square,3.8,['Mexican'],17.5,105,4760 N Lincoln Ave 60625
Essence of India,Essence of India,https://www.zomato.com/chicago/essence-of-india-lincoln-square,3.5,['Indian'],17.5,31,4601 N. Lincoln Avenue 60625
Mekatos Colombian Bakery,Mekato's Colombian Bakery,https://www.zomato.com/chicago/mekatos-colombian-bakery-west-ridge,3.3,"['Cafe', 'Colombian', 'Bakery']",12.5,7,"5422 N. Lincoln Avenue, Chicago 60625"
Paprika,Paprika,https://www.zomato.com/chicago/paprika-lincoln-square,3.6,['Indian'],20.0,10,"2547 W. Lawrence Avenue, Chicago 60625"
Grafton Pub,The Grafton Irish Pub,https://www.zomato.com/chicago/the-grafton-irish-pub-lincoln-square,4.1,"['American', 'Bar Food']",20.0,44,4530 N Lincoln Avenue 60625
Atlantic Bar & Grill,Atlantic Bar & Grill,https://www.zomato.com/chicago/atlantic-bar-grill-lincoln-square,2.8,"['Pub Food', 'Irish', 'American']",17.5,8,"5062 N. Lincoln Avenue, Chicago 60625"
Budacki's Drive In,Budacki's Drive-in,https://www.zomato.com/chicago/budackis-drive-in-lincoln-square,3.9,"['Burger', 'Fast Food']",10.0,25,"4739 N Damen Avenue, Chicago 60625"
Spoon Thai,Spoon Thai,https://www.zomato.com/chicago/spoon-thai-lincoln-square,4.1,"['Asian', 'Thai']",17.5,45,4608 N. Western Avenue 60625
